,Variable,Importance
296,Financial intermediary services indirectly Measured (FISIM) (constant LCU),0.0006237636664317272
297,Protecting.minority.investors..Ease.of.shareholder.suits.index..0.10...DB06.14.methodology....Score,0.0006234224292839117
298,Voice.and.Accountability..Standard.Error,0.0006233271594812074
299,Military expenditure (current LCU),0.0006220370950061864
300,"Lead time to export, median case (days)",0.0006203630697195455
301,Exports of goods and services (current LCU),0.0006187929501407651
302,Terrestrial.and.marine.protected.areas....of.total.territorial.area.,0.0006169299798349255
303,"Net trade in goods (BoP, current US$)",0.0006153625131735613
304,"Population, total",0.000614065363698896
305,Adjusted savings: particulate emission damage (current US$),0.0006137930137981487
306,"Primary income payments (BoP, current US$)",0.000611371628696782
307,Trained teachers in primary education (% of total teachers),0.0006113156644747379
308,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",0.0006096908711821496
309,Employment in agriculture (% of total employment) (modeled ILO estimate),0.0006077890971437994
310,Gross savings (current LCU),0.0006067392765640247
311,Gross savings (current US$),0.0006036661027833093
312,Logistics performance index: Overall (1=low to 5=high),0.0006024642367069475
313,Dealing.with.construction.permits..DB06.15.methodology....Score,0.0005983856882432333
314,"Unemployment, total (% of total labor force) (national estimate)",0.0005944634875865868
315,Firms with female top manager (% of firms),0.0005931995404049481
316,"Population ages 65 and above, male",0.0005911503542596607
317,Final consumption expenditure (constant 2010 US$),0.00059085778741645
318,People using safely managed drinking water services (% of population),0.0005885520711873597
319,Fixed telephone subscriptions (per 100 people),0.000587467945127995
320,Marine protected areas (% of territorial waters),0.0005873558513047746
321,Female share of employment in senior and middle management (%),0.0005834272646214248
322,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",0.0005829826329890212
323,"Energy imports, net (% of energy use)",0.0005824845840241899
324,Re-Import,0.0005793970728494824
325,Taxes on goods and services (% value added of industry and services),0.0005782256172506352
326,Adjusted savings: carbon dioxide damage (current US$),0.0005752792748610368
327,People using at least basic drinking water services (% of population),0.0005749544905017515
328,Energy.imports..net....of.energy.use.,0.0005735451598976544
329,"International tourism, number of arrivals",0.0005717309949564625
330,Net barter terms of trade index (2000 = 100),0.0005694791041706364
331,Households and NPISHs Final consumption expenditure (constant LCU),0.0005689267168752234
332,Military expenditure (% of general government expenditure),0.0005686180843326208
333,Share.of.public.paid.employees.with.health.insurance,0.0005671341853626323
334,"Children in employment, study and work (% of children in employment, ages 7-14)",0.0005657311984684614
335,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",0.0005643917441918453
336,External health expenditure per capita (current US$),0.0005640703249756411
337,"Fertility rate, total (births per woman)",0.0005640083961360076
338,Methane emissions (kt of CO2 equivalent),0.0005636980661629342
339,PPG..multilateral..INT..current.US..,0.0005603955784245414
340,"Manufacturing, value added (current LCU)",0.0005600292511167028
341,"Industry (including construction), value added (current LCU)",0.0005583941852931497
342,"Population, male",0.0005535159037446583
343,Scientific.and.technical.journal.articles,0.000553258574235232
344,Goods and services expense (% of expense),0.0005512920583506967
345,Subsidies and other transfers (current LCU),0.0005476188959949303
346,Discrepancy in expenditure estimate of GDP (constant LCU),0.0005468527926318873
347,Gross fixed capital formation (constant LCU),0.0005457392430729968
348,"Services, value added (current US$)",0.0005456834950453151
349,"Present value of external debt (% of exports of goods, services and primary income)",0.0005456503590741536
350,"Industrial design applications, resident, by count",0.0005450724638940626
351,Agricultural land (% of land area),0.000544282424082418
352,"Labor force with basic education, male (% of male working-age population with basic education)",0.0005433673257793666
353,"Services, value added per worker (constant 2010 US$)",0.0005425842027103022
354,"Net bilateral aid flows from DAC donors, Poland (current US$)",0.0005416222342408969
355,Households and NPISHs Final consumption expenditure (constant 2010 US$),0.0005414094997214643
356,"Child employment in agriculture, female (% of female economically active children ages 7-14)",0.0005361780939345373
357,"Net secondary income (BoP, current US$)",0.0005352459543564441
358,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",0.0005341780117036967
359,"School enrollment, primary (% gross)",0.0005340210953374342
360,Total reserves minus gold (current US$),0.0005329539656229416
361,Voice.and.Accountability..Estimate.x,0.0005305033508524694
362,"Industry (including construction), value added (constant LCU)",0.0005299787535890156
363,"Share of youth not in education, employment or training, female (% of female youth population)",0.0005263333221514748
364,Taxes less subsidies on products (current LCU),0.0005239157292257594
365,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",0.0005207660995742849
366,People using at least basic sanitation services (% of population),0.0005207414799636322
367,Losses due to theft and vandalism (% of annual sales of affected firms),0.0005202324216109053
368,Prevalence of anemia among non-pregnant women (% of women ages 15-49),0.0005189775742418787
369,CO2 emissions (kg per PPP $ of GDP),0.0005179292435835116
370,"Average working hours of children, working only, male, ages 7-14 (hours per week)",0.0005174768372031502
371,PPG..official.creditors..AMT..current.US..,0.0005161561370026938
372,Average transaction cost of sending remittances from a specific country (%),0.0005148867621934078
373,Population density (people per sq. km of land area),0.0005106721759944584
374,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),0.0005090336446264874
375,"Labor force with advanced education, male (% of male working-age population with advanced education)",0.0005086610371722357
376,Energy related methane emissions (% of total),0.0005079494100322143
377,Interest.payments.on.external.debt..long.term..INT..current.US..,0.0005079316964763897
378,Out-of-pocket expenditure (% of current health expenditure),0.0005078216349009519
379,Domestic private health expenditure (% of current health expenditure),0.000507088840210322
380,Time.to.export..days...DB06.15.methodology.,0.0005066701828678026
381,Imports.of.goods..services.and.primary.income..BoP..current.US..,0.0005065425968236714
382,Merchandise imports by the reporting economy (current US$),0.0005061664825418928
383,Public.sector.employment.as.a.share.of.total.employment.by.location..Rural.,0.0005058555159689649
384,"International tourism, number of departures",0.0005047736445223167
385,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",0.0005033402129913225
386,External balance on goods and services (% of GDP),0.0005026549230185351
387,"Industry (including construction), value added (current US$)",0.0005021237029508627
388,Final consumption expenditure (current US$),0.0005009552570282126
389,"Net ODA provided, total (% of GNI)",0.0004996670955780698
390,Coverage of unemployment benefits and ALMP in richest quintile (% of population),0.0004987428541951155
391,"Secondary education, general pupils",0.0004980418365607993
392,Agricultural.land....of.land.area.,0.0004980224466376291
393,Females..as.a.share.of.private.paid.employee.by.wage.quintile..Quintile.5.,0.0004978295138476677
394,"Over-age students, primary, male (% of male enrollment)",0.0004977669010341875
395,"Children in employment, total (% of children ages 7-14)",0.0004971235940534864
396,Registering.property..DB05.15.methodology....Score,0.0004962088518055046
397,"Smoking prevalence, males (% of adults)",0.0004957429003178057
398,Voice.and.Accountability..Number.of.Sources,0.0004955067825147121
399,Urban population,0.0004949991896978719
400,"Government expenditure per student, primary (% of GDP per capita)",0.0004944162917533311
401,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",0.0004940499192002841
402,Access to clean fuels and technologies for cooking (% of population),0.0004926685816915466
403,"Informal employment, female (% of total non-agricultural employment)",0.0004924711083069895
404,Container port traffic (TEU: 20 foot equivalent units),0.0004911633190772195
405,"Share of youth not in education, employment or training, total (% of youth population)",0.0004908096574391614
406,"Trademark applications, nonresident, by count",0.00048764931153512224
407,"Condom use, population ages 15-24, female (% of females ages 15-24)",0.00048748021845954184
408,Gross fixed capital formation (current US$),0.0004866799912366801
409,"Secondary income receipts (BoP, current US$)",0.000485011768681676
410,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",0.0004836663995849685
411,"Share of youth not in education, employment or training, male (% of male youth population)",0.0004820486022530982
412,General government final consumption expenditure (annual % growth),0.0004815225586058221
413,Females..as.a.share.of.public.paid.employees,0.00048149342565962337
414,Domestic general government health expenditure (% of current health expenditure),0.00048004355244621246
415,"Population ages 0-14, female",0.00047982689885266985
416,Gross value added at basic prices (GVA) (current US$),0.00047932742827954696
417,GDP per capita (constant LCU),0.00047922043930396466
418,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),0.00047680442172570487
419,IDA.resource.allocation.index..1.low.to.6.high.,0.00047670189020866503
420,Rule.of.Law..Estimate.y,0.0004742551722912872
421,Secure Internet servers (per 1 million people),0.00047350208776189106
422,"Net ODA provided, total (current US$)",0.00047088718091880806
423,"Net official flows from UN agencies, UNPBF (current US$)",0.00047046103685866275
